"isono","year","sexno","ageno","eduno","ryl15"
191,2035,0,0,0,72.3
191,2040,0,0,0,73.2
191,2045,0,0,0,74
191,2050,0,0,0,74.9
191,2055,0,0,0,75.9
191,2060,0,0,0,76.8
191,2065,0,0,0,77.6
191,2070,0,0,0,78.5
191,2075,0,0,0,79.4
191,2080,0,0,0,80.3
191,2085,0,0,0,81.3
191,2090,0,0,0,82.2
191,2095,0,0,0,83.2
192,2010,0,0,0,70.4
192,2015,0,0,0,71.5
192,2020,0,0,0,72.4
192,2025,0,0,0,73.2
192,2030,0,0,0,74.1
192,2035,0,0,0,75.1
192,2040,0,0,0,76.1
192,2045,0,0,0,76.9
192,2050,0,0,0,77.6
192,2055,0,0,0,78.4
192,2060,0,0,0,79.1
192,2065,0,0,0,79.9
192,2070,0,0,0,80.9
192,2075,0,0,0,81.7
192,2080,0,0,0,82.5
192,2085,0,0,0,83.2
192,2090,0,0,0,84
192,2095,0,0,0,84.9
196,2010,0,0,0,68.8
196,2015,0,0,0,70
196,2020,0,0,0,71
196,2025,0,0,0,72.1
196,2030,0,0,0,73
196,2035,0,0,0,73.8
196,2040,0,0,0,74.8
196,2045,0,0,0,75.7
196,2050,0,0,0,76.6
196,2055,0,0,0,77.5
196,2060,0,0,0,78.4
196,2065,0,0,0,79.3
196,2070,0,0,0,80.1
196,2075,0,0,0,81
196,2080,0,0,0,81.9
196,2085,0,0,0,82.9
196,2090,0,0,0,83.9
196,2095,0,0,0,84.8
203,2010,0,0,0,68.6
203,2015,0,0,0,69.6
203,2020,0,0,0,70.6
203,2025,0,0,0,71.6
203,2030,0,0,0,72.5
203,2035,0,0,0,73.5
203,2040,0,0,0,74.5
203,2045,0,0,0,75.4
203,2050,0,0,0,76.3
203,2055,0,0,0,77.1
203,2060,0,0,0,77.8
203,2065,0,0,0,78.5
203,2070,0,0,0,79.2
203,2075,0,0,0,79.9
203,2080,0,0,0,80.8
203,2085,0,0,0,81.7
203,2090,0,0,0,82.6
203,2095,0,0,0,83.4
204,2010,0,0,0,62.2
204,2015,0,0,0,62.6
204,2020,0,0,0,62.8
204,2025,0,0,0,63.4
204,2030,0,0,0,63.4
204,2035,0,0,0,63.7
204,2040,0,0,0,64
204,2045,0,0,0,64.1
204,2050,0,0,0,64.3
204,2055,0,0,0,64.7
204,2060,0,0,0,65.1
204,2065,0,0,0,65.7
204,2070,0,0,0,66.2
204,2075,0,0,0,66.9
204,2080,0,0,0,67.6
204,2085,0,0,0,68.3
204,2090,0,0,0,69.1
204,2095,0,0,0,69.9
208,2010,0,0,0,69.7
208,2015,0,0,0,70.7
208,2020,0,0,0,71.6
208,2025,0,0,0,72.5
208,2030,0,0,0,73.3
208,2035,0,0,0,74.2
208,2040,0,0,0,75
208,2045,0,0,0,75.9
208,2050,0,0,0,76.8
208,2055,0,0,0,77.6
208,2060,0,0,0,78.4
208,2065,0,0,0,79.3
208,2070,0,0,0,80.1
208,2075,0,0,0,81
208,2080,0,0,0,81.9
208,2085,0,0,0,82.7
208,2090,0,0,0,83.6
208,2095,0,0,0,84.4
214,2010,0,0,0,70.4
214,2015,0,0,0,70.7
214,2020,0,0,0,71.4
214,2025,0,0,0,71.9
214,2030,0,0,0,72.7
214,2035,0,0,0,73.4
214,2040,0,0,0,74.1
214,2045,0,0,0,74.8
214,2050,0,0,0,75.6
214,2055,0,0,0,76.5
214,2060,0,0,0,77.3
214,2065,0,0,0,78.1
214,2070,0,0,0,78.9
214,2075,0,0,0,79.6
214,2080,0,0,0,80.4
214,2085,0,0,0,81.2
214,2090,0,0,0,82.1
214,2095,0,0,0,82.9
218,2010,0,0,0,69.9
218,2015,0,0,0,70.7
218,2020,0,0,0,71.4
218,2025,0,0,0,72.1
218,2030,0,0,0,72.9
218,2035,0,0,0,73.6
218,2040,0,0,0,74.2
218,2045,0,0,0,74.9
218,2050,0,0,0,75.7
218,2055,0,0,0,76.5
218,2060,0,0,0,77.4
218,2065,0,0,0,78.2
218,2070,0,0,0,79
218,2075,0,0,0,79.7
218,2080,0,0,0,80.6
218,2085,0,0,0,81.5
218,2090,0,0,0,82.3
218,2095,0,0,0,83.2
222,2010,0,0,0,70.2
222,2015,0,0,0,71
222,2020,0,0,0,71.8
222,2025,0,0,0,72.6
222,2030,0,0,0,73.5
222,2035,0,0,0,74.2
222,2040,0,0,0,74.9
222,2045,0,0,0,75.7
222,2050,0,0,0,76.5
222,2055,0,0,0,77.3
222,2060,0,0,0,78.1
222,2065,0,0,0,78.9
222,2070,0,0,0,79.6
222,2075,0,0,0,80.4
222,2080,0,0,0,81.1
222,2085,0,0,0,81.9
222,2090,0,0,0,82.7
222,2095,0,0,0,83.5
226,2010,0,0,0,61.1
226,2015,0,0,0,61.7
226,2020,0,0,0,62.2
226,2025,0,0,0,62.3
226,2030,0,0,0,62.7
226,2035,0,0,0,62.8
226,2040,0,0,0,63.3
226,2045,0,0,0,63.4
226,2050,0,0,0,63.7
226,2055,0,0,0,64
226,2060,0,0,0,64.5
226,2065,0,0,0,65
226,2070,0,0,0,65.3
226,2075,0,0,0,65.7
226,2080,0,0,0,66.2
226,2085,0,0,0,66.6
226,2090,0,0,0,67.3
226,2095,0,0,0,67.9
231,2010,0,0,0,62.9
231,2015,0,0,0,63.3
231,2020,0,0,0,63.3
231,2025,0,0,0,63.9
231,2030,0,0,0,64
231,2035,0,0,0,64.2
231,2040,0,0,0,64.5
231,2045,0,0,0,64.7
231,2050,0,0,0,65
231,2055,0,0,0,65.5
231,2060,0,0,0,66.1
231,2065,0,0,0,66.7
231,2070,0,0,0,67.3
231,2075,0,0,0,68
231,2080,0,0,0,68.7
231,2085,0,0,0,69.5
231,2090,0,0,0,70.2
231,2095,0,0,0,71.1
232,2010,0,0,0,60
232,2015,0,0,0,60.9
232,2020,0,0,0,61.2
232,2025,0,0,0,62
232,2030,0,0,0,62.2
232,2035,0,0,0,62.9
232,2040,0,0,0,63.1
232,2045,0,0,0,63.4
232,2050,0,0,0,63.9
232,2055,0,0,0,64.6
232,2060,0,0,0,65.4
232,2065,0,0,0,66.3
232,2070,0,0,0,67
232,2075,0,0,0,67.9
232,2080,0,0,0,68.7
232,2085,0,0,0,69.6
232,2090,0,0,0,70.5
232,2095,0,0,0,71.4
233,2010,0,0,0,68.1
233,2015,0,0,0,68.7
233,2020,0,0,0,69.5
233,2025,0,0,0,70.1
233,2030,0,0,0,70.8
233,2035,0,0,0,71.6
233,2040,0,0,0,72.3
233,2045,0,0,0,73.1
233,2050,0,0,0,73.8
233,2055,0,0,0,74.6
233,2060,0,0,0,75.4
233,2065,0,0,0,76.2
233,2070,0,0,0,77
233,2075,0,0,0,77.8
233,2080,0,0,0,78.7
233,2085,0,0,0,79.7
233,2090,0,0,0,80.6
233,2095,0,0,0,81.5
242,2010,0,0,0,63.6
242,2015,0,0,0,64.5
242,2020,0,0,0,65.5
242,2025,0,0,0,66.4
242,2030,0,0,0,67.4
242,2035,0,0,0,68.2
242,2040,0,0,0,69.1
242,2045,0,0,0,69.9
242,2050,0,0,0,70.8
242,2055,0,0,0,71.7
242,2060,0,0,0,72.5
242,2065,0,0,0,73.3
242,2070,0,0,0,74.1
242,2075,0,0,0,74.9
242,2080,0,0,0,75.7
242,2085,0,0,0,76.6
242,2090,0,0,0,77.4
242,2095,0,0,0,78.2
246,2010,0,0,0,71.5
246,2015,0,0,0,72.5
246,2020,0,0,0,73.4
246,2025,0,0,0,74.2
246,2030,0,0,0,75
246,2035,0,0,0,75.8
246,2040,0,0,0,76.7
246,2045,0,0,0,77.6
246,2050,0,0,0,78.4
246,2055,0,0,0,79.2
246,2060,0,0,0,80.1
246,2065,0,0,0,80.9
246,2070,0,0,0,81.8
246,2075,0,0,0,82.7
246,2080,0,0,0,83.5
246,2085,0,0,0,84.4
246,2090,0,0,0,85.3
246,2095,0,0,0,86.3
250,2010,0,0,0,72.8
250,2015,0,0,0,73.6
250,2020,0,0,0,74.5
250,2025,0,0,0,75.3
250,2030,0,0,0,76.1
250,2035,0,0,0,76.9
250,2040,0,0,0,77.7
250,2045,0,0,0,78.5
250,2050,0,0,0,79.3
250,2055,0,0,0,80.2
250,2060,0,0,0,81.1
250,2065,0,0,0,82
250,2070,0,0,0,82.9
250,2075,0,0,0,83.8
250,2080,0,0,0,84.7
250,2085,0,0,0,85.7
250,2090,0,0,0,86.7
250,2095,0,0,0,87.7
254,2010,0,0,0,67.9
254,2015,0,0,0,68.9
254,2020,0,0,0,69.9
254,2025,0,0,0,70.9
254,2030,0,0,0,71.8
254,2035,0,0,0,72.8
254,2040,0,0,0,73.7
254,2045,0,0,0,74.6
254,2050,0,0,0,75.4
254,2055,0,0,0,76.4
254,2060,0,0,0,77.2
254,2065,0,0,0,78.1
254,2070,0,0,0,79
254,2075,0,0,0,79.8
254,2080,0,0,0,80.7
254,2085,0,0,0,81.6
254,2090,0,0,0,82.5
254,2095,0,0,0,83.4
258,2010,0,0,0,65.7
258,2015,0,0,0,66.8
258,2020,0,0,0,67.8
258,2025,0,0,0,68.7
258,2030,0,0,0,69.6
258,2035,0,0,0,70.5
258,2040,0,0,0,71.4
258,2045,0,0,0,72.3
258,2050,0,0,0,73.2
258,2055,0,0,0,74.1
258,2060,0,0,0,74.9
258,2065,0,0,0,75.8
258,2070,0,0,0,76.7
258,2075,0,0,0,77.5
258,2080,0,0,0,78.3
258,2085,0,0,0,79.1
258,2090,0,0,0,79.9
258,2095,0,0,0,80.8
262,2010,0,0,0,60.8
262,2015,0,0,0,61.3
262,2020,0,0,0,61.2
262,2025,0,0,0,61.8
262,2030,0,0,0,61.8
262,2035,0,0,0,62.5
262,2040,0,0,0,62.5
262,2045,0,0,0,62.6
262,2050,0,0,0,62.8
262,2055,0,0,0,63.3
262,2060,0,0,0,63.8
262,2065,0,0,0,64.2
262,2070,0,0,0,64.8
262,2075,0,0,0,65.5
262,2080,0,0,0,66.3
262,2085,0,0,0,67.1
262,2090,0,0,0,68
262,2095,0,0,0,68.9
266,2010,0,0,0,64.1
266,2015,0,0,0,64.6
266,2020,0,0,0,64.7
266,2025,0,0,0,65.2
266,2030,0,0,0,65.2
266,2035,0,0,0,65.6
266,2040,0,0,0,65.9
266,2045,0,0,0,66.2
266,2050,0,0,0,66.7
266,2055,0,0,0,67.3
266,2060,0,0,0,67.8
266,2065,0,0,0,68.3
266,2070,0,0,0,69
266,2075,0,0,0,69.5
266,2080,0,0,0,70.1
266,2085,0,0,0,70.7
266,2090,0,0,0,71.4
266,2095,0,0,0,72.2
268,2010,0,0,0,66.5
268,2015,0,0,0,67.3
268,2020,0,0,0,68.1
268,2025,0,0,0,68.9
268,2030,0,0,0,69.6
268,2035,0,0,0,70.3
268,2040,0,0,0,71.1
268,2045,0,0,0,71.9
268,2050,0,0,0,72.8
268,2055,0,0,0,73.6
268,2060,0,0,0,74.4
268,2065,0,0,0,75.1
268,2070,0,0,0,75.9
268,2075,0,0,0,76.7
268,2080,0,0,0,77.6
268,2085,0,0,0,78.5
268,2090,0,0,0,79.4
268,2095,0,0,0,80.3
270,2010,0,0,0,57.6
270,2015,0,0,0,58.2
270,2020,0,0,0,58.6
270,2025,0,0,0,59.2
270,2030,0,0,0,59.6
270,2035,0,0,0,59.9
270,2040,0,0,0,60.5
270,2045,0,0,0,60.8
270,2050,0,0,0,61.4
270,2055,0,0,0,62
270,2060,0,0,0,62.7
270,2065,0,0,0,63.4
270,2070,0,0,0,64.3
270,2075,0,0,0,65.1
270,2080,0,0,0,66.2
270,2085,0,0,0,67.3
270,2090,0,0,0,68.3
270,2095,0,0,0,69.2
275,2010,0,0,0,64.4
275,2015,0,0,0,65
275,2020,0,0,0,65.9
275,2025,0,0,0,66.9
275,2030,0,0,0,68
275,2035,0,0,0,69
275,2040,0,0,0,70
275,2045,0,0,0,71
275,2050,0,0,0,72
275,2055,0,0,0,72.7
275,2060,0,0,0,73.5
275,2065,0,0,0,74.3
275,2070,0,0,0,75
275,2075,0,0,0,75.8
275,2080,0,0,0,76.7
275,2085,0,0,0,77.4
275,2090,0,0,0,78.2
275,2095,0,0,0,79
276,2010,0,0,0,70.8
276,2015,0,0,0,71.7
276,2020,0,0,0,72.6
276,2025,0,0,0,73.5
276,2030,0,0,0,74.3
276,2035,0,0,0,75.2
276,2040,0,0,0,76.1
276,2045,0,0,0,76.8
276,2050,0,0,0,77.6
276,2055,0,0,0,78.5
276,2060,0,0,0,79.5
276,2065,0,0,0,80.4
276,2070,0,0,0,81.3
276,2075,0,0,0,82.3
276,2080,0,0,0,83.2
276,2085,0,0,0,84.1
276,2090,0,0,0,85.1
276,2095,0,0,0,86.2
288,2010,0,0,0,64.2
288,2015,0,0,0,64.5
288,2020,0,0,0,64.6
288,2025,0,0,0,65.1
288,2030,0,0,0,65.1
288,2035,0,0,0,65.5
288,2040,0,0,0,65.6
288,2045,0,0,0,65.9
288,2050,0,0,0,66.4
288,2055,0,0,0,67
288,2060,0,0,0,67.6
288,2065,0,0,0,68.2
288,2070,0,0,0,68.9
288,2075,0,0,0,69.6
288,2080,0,0,0,70.3
288,2085,0,0,0,71.1
288,2090,0,0,0,71.8
288,2095,0,0,0,72.6
300,2010,0,0,0,70.8
300,2015,0,0,0,71.9
300,2020,0,0,0,73
300,2025,0,0,0,74
300,2030,0,0,0,75
300,2035,0,0,0,75.9
300,2040,0,0,0,76.8
300,2045,0,0,0,77.7
300,2050,0,0,0,78.5
300,2055,0,0,0,79.4
300,2060,0,0,0,80.1
300,2065,0,0,0,81
300,2070,0,0,0,81.9
300,2075,0,0,0,82.8
300,2080,0,0,0,83.8
300,2085,0,0,0,84.7
300,2090,0,0,0,85.7
300,2095,0,0,0,86.7
308,2010,0,0,0,66.8
308,2015,0,0,0,67.5
308,2020,0,0,0,68.3
308,2025,0,0,0,69
308,2030,0,0,0,69.8
308,2035,0,0,0,70.5
308,2040,0,0,0,71.3
308,2045,0,0,0,72.1
308,2050,0,0,0,73
308,2055,0,0,0,73.9
308,2060,0,0,0,74.7
308,2065,0,0,0,75.4
308,2070,0,0,0,76.2
308,2075,0,0,0,77
308,2080,0,0,0,77.9
308,2085,0,0,0,78.8
308,2090,0,0,0,79.7
308,2095,0,0,0,80.6
312,2010,0,0,0,72.5
312,2015,0,0,0,73.4
312,2020,0,0,0,74.3
312,2025,0,0,0,75.1
312,2030,0,0,0,76
312,2035,0,0,0,77
312,2040,0,0,0,77.8
312,2045,0,0,0,78.6
312,2050,0,0,0,79.4
312,2055,0,0,0,80.3
312,2060,0,0,0,81.2
312,2065,0,0,0,82.1
312,2070,0,0,0,83
312,2075,0,0,0,83.9
312,2080,0,0,0,84.8
312,2085,0,0,0,85.7
312,2090,0,0,0,86.6
312,2095,0,0,0,87.6
316,2010,0,0,0,66.8
316,2015,0,0,0,67.8
316,2020,0,0,0,68.6
316,2025,0,0,0,69.4
316,2030,0,0,0,70.3
316,2035,0,0,0,71.1
316,2040,0,0,0,72
316,2045,0,0,0,72.8
316,2050,0,0,0,73.7
316,2055,0,0,0,74.6
316,2060,0,0,0,75.5
316,2065,0,0,0,76.4
316,2070,0,0,0,77.3
316,2075,0,0,0,78.1
316,2080,0,0,0,78.9
316,2085,0,0,0,79.8
316,2090,0,0,0,80.7
316,2095,0,0,0,81.6
320,2010,0,0,0,67.3
320,2015,0,0,0,67.9
320,2020,0,0,0,68.4
320,2025,0,0,0,68.9
320,2030,0,0,0,69.4
320,2035,0,0,0,70.1
320,2040,0,0,0,70.8
320,2045,0,0,0,71.5
320,2050,0,0,0,72.2
320,2055,0,0,0,72.8
320,2060,0,0,0,73.5
320,2065,0,0,0,74.1
320,2070,0,0,0,74.8
320,2075,0,0,0,75.6
320,2080,0,0,0,76.4
320,2085,0,0,0,77.1
320,2090,0,0,0,77.9
320,2095,0,0,0,78.7
324,2010,0,0,0,61.6
324,2015,0,0,0,62.2
324,2020,0,0,0,62.4
324,2025,0,0,0,62.9
324,2030,0,0,0,63.1
324,2035,0,0,0,63.2
324,2040,0,0,0,63.7
324,2045,0,0,0,63.9
324,2050,0,0,0,64
324,2055,0,0,0,64.5
324,2060,0,0,0,65
324,2065,0,0,0,65.2
324,2070,0,0,0,65.7
324,2075,0,0,0,66.3
324,2080,0,0,0,67
324,2085,0,0,0,67.6
324,2090,0,0,0,68.4
324,2095,0,0,0,69.2
328,2010,0,0,0,65.3
328,2015,0,0,0,65.6
328,2020,0,0,0,65.9
328,2025,0,0,0,66.6
328,2030,0,0,0,67
328,2035,0,0,0,67.5
328,2040,0,0,0,68.1
328,2045,0,0,0,68.8
328,2050,0,0,0,69.5
328,2055,0,0,0,70.2
328,2060,0,0,0,70.9
328,2065,0,0,0,71.7
328,2070,0,0,0,72.5
328,2075,0,0,0,73.1
328,2080,0,0,0,73.8
328,2085,0,0,0,74.6
328,2090,0,0,0,75.4
328,2095,0,0,0,76.3
332,2010,0,0,0,61.7
332,2015,0,0,0,62.1
332,2020,0,0,0,62.6
332,2025,0,0,0,63.2
332,2030,0,0,0,63.8
332,2035,0,0,0,64.4
332,2040,0,0,0,65
332,2045,0,0,0,65.7
332,2050,0,0,0,66.3
332,2055,0,0,0,66.9
332,2060,0,0,0,67.3
332,2065,0,0,0,67.9
332,2070,0,0,0,68.3
332,2075,0,0,0,68.8
332,2080,0,0,0,69.2
332,2085,0,0,0,69.6
332,2090,0,0,0,70.2
332,2095,0,0,0,70.8
340,2010,0,0,0,68.5
340,2015,0,0,0,69.1
340,2020,0,0,0,69.8
340,2025,0,0,0,70.4
340,2030,0,0,0,71.1
340,2035,0,0,0,71.8
340,2040,0,0,0,72.4
340,2045,0,0,0,73.1
340,2050,0,0,0,73.8
340,2055,0,0,0,74.5
340,2060,0,0,0,75.2
340,2065,0,0,0,76
340,2070,0,0,0,76.8
340,2075,0,0,0,77.5
340,2080,0,0,0,78.3
340,2085,0,0,0,79.1
340,2090,0,0,0,79.9
340,2095,0,0,0,80.7
344,2010,0,0,0,71.9
344,2015,0,0,0,72.9
344,2020,0,0,0,74
344,2025,0,0,0,75
344,2030,0,0,0,76
344,2035,0,0,0,77
344,2040,0,0,0,78
344,2045,0,0,0,78.9
344,2050,0,0,0,79.8
344,2055,0,0,0,80.9
344,2060,0,0,0,81.8
344,2065,0,0,0,82.8
344,2070,0,0,0,83.7
344,2075,0,0,0,84.5
344,2080,0,0,0,85.4
344,2085,0,0,0,86.3
344,2090,0,0,0,87.3
344,2095,0,0,0,88.4
348,2010,0,0,0,67
348,2015,0,0,0,67.8
348,2020,0,0,0,68.7
348,2025,0,0,0,69.4
348,2030,0,0,0,70.1
348,2035,0,0,0,70.9
348,2040,0,0,0,71.7
348,2045,0,0,0,72.6
348,2050,0,0,0,73.3
348,2055,0,0,0,74
348,2060,0,0,0,74.8
348,2065,0,0,0,75.6
348,2070,0,0,0,76.4
348,2075,0,0,0,77.3
348,2080,0,0,0,78.1
348,2085,0,0,0,79
348,2090,0,0,0,79.8
348,2095,0,0,0,80.7
352,2010,0,0,0,71.8
352,2015,0,0,0,72.8
352,2020,0,0,0,73.8
352,2025,0,0,0,74.7
352,2030,0,0,0,75.7
352,2035,0,0,0,76.5
352,2040,0,0,0,77.4
352,2045,0,0,0,78.2
352,2050,0,0,0,79.1
352,2055,0,0,0,79.9
352,2060,0,0,0,80.9
352,2065,0,0,0,81.8
352,2070,0,0,0,82.7
352,2075,0,0,0,83.5
352,2080,0,0,0,84.4
352,2085,0,0,0,85.3
352,2090,0,0,0,86.3
352,2095,0,0,0,87.3
356,2010,0,0,0,63.4
356,2015,0,0,0,64.2
356,2020,0,0,0,64.8
356,2025,0,0,0,65.6
356,2030,0,0,0,66.5
356,2035,0,0,0,67.5
356,2040,0,0,0,68.5
356,2045,0,0,0,69.5
356,2050,0,0,0,70.2
356,2055,0,0,0,70.8
356,2060,0,0,0,71.3
356,2065,0,0,0,71.9
356,2070,0,0,0,72.4
356,2075,0,0,0,73
356,2080,0,0,0,73.5
356,2085,0,0,0,74.1
356,2090,0,0,0,74.5
356,2095,0,0,0,75.1
360,2010,0,0,0,63.4
360,2015,0,0,0,64.4
360,2020,0,0,0,65.3
360,2025,0,0,0,66.1
360,2030,0,0,0,67.1
360,2035,0,0,0,68
360,2040,0,0,0,69
360,2045,0,0,0,69.7
360,2050,0,0,0,70.5
360,2055,0,0,0,71.2
360,2060,0,0,0,71.9
360,2065,0,0,0,72.6
360,2070,0,0,0,73.2
360,2075,0,0,0,73.9
360,2080,0,0,0,74.6
360,2085,0,0,0,75.2
360,2090,0,0,0,76
360,2095,0,0,0,76.7
364,2010,0,0,0,66.1
364,2015,0,0,0,67.2
364,2020,0,0,0,68.1
364,2025,0,0,0,69.1
364,2030,0,0,0,70
364,2035,0,0,0,71
364,2040,0,0,0,72
364,2045,0,0,0,72.9
364,2050,0,0,0,73.9
364,2055,0,0,0,74.9
364,2060,0,0,0,75.9
364,2065,0,0,0,76.9
364,2070,0,0,0,77.8
364,2075,0,0,0,78.7
364,2080,0,0,0,79.7
364,2085,0,0,0,80.8
364,2090,0,0,0,82
364,2095,0,0,0,83.1
368,2010,0,0,0,64.4
368,2015,0,0,0,65.3
368,2020,0,0,0,66
368,2025,0,0,0,66.9
368,2030,0,0,0,67.8
368,2035,0,0,0,68.6
368,2040,0,0,0,69.4
368,2045,0,0,0,70.1
